safe_anchor,page_rank,https_token,ratio_nullHyperlinks,nb_extCSS,links_in_tags,phish_hints,ratio_intRedirection,length_words_raw,ratio_extRedirection,google_index,ratio_extMedia,ratio_intHyperlinks,domain_registration_length,length_hostname,ip,longest_words_raw,avg_words_raw,avg_word_host,ratio_intMedia,longest_word_host,dns_record,ratio_extErrors,nb_hyperlinks,ratio_extHyperlinks,longest_word_path,length_url,ratio_intErrors,avg_word_path,domain_in_title,ratio_digits_url,domain_age,ratio_digits_host,url_complexity_score,suspicious_char_count,url_length_category,domain_trust_score,has_ip_flag,redirection_complexity,special_token_flag,subdomain_risk,ext_link_risk,page_deception_score
0.739,8,0,0.353,4,0.503,1,0.581,6,0.259,1,0.905,0.876,1281,13,0,7,8.56,9.01,0.909,5,1,0.347,38,0.898,13,166,0.406,4.13,0,0.226,5056,0.186,16,1,2,5,0,2,0,6,3.559,2
0.898,1,0,0.277,8,0.958,2,0.215,19,0.494,0,0.586,0.558,2700,43,0,18,3.85,3.51,0.421,7,1,0.214,87,0.268,9,241,0.383,5.89,1,0.23,2799,0.346,11,2,2,2,0,4,0,3,2.006,1
0.477,5,1,0.444,19,0.391,0,0.574,12,0.247,1,0.736,0.388,2016,31,0,16,2.55,2.07,0.253,14,0,0.466,87,0.878,16,234,0.078,5.09,1,0.04,6422,0.288,18,2,2,3,0,2,1,0,3.594,0
0.434,1,0,0.389,10,0.559,1,0.631,9,0.62,0,0.885,0.838,2955,52,0,16,6.29,8.73,0.494,18,1,0.458,71,0.558,15,37,0.248,2.4,0,0.465,6385,0.389,18,0,0,3,0,4,1,4,3.372,0
0.384,4,0,0.026,2,0.431,0,0.641,17,0.526,1,0.48,0.035,642,59,0,17,4.01,9.66,0.758,5,1,0.465,83,0.869,17,31,0.054,7.07,1,0.115,3989,0.19,19,3,0,4,0,4,0,2,4.124,2
0.883,1,1,0.405,9,0.18,3,0.002,8,0.915,1,0.069,0.376,2577,33,0,14,9.98,4.71,0.189,8,0,0.137,74,0.046,15,210,0.048,3.31,0,0.189,219,0.346,13,2,2,2,0,5,1,3,2.105,0
0.506,6,1,0.462,8,0.979,1,0.736,15,0.081,1,0.114,0.265,1899,37,0,10,3.39,4.48,0.481,3,1,0.363,9,0.394,6,60,0.478,2.09,0,0.128,3893,0.349,9,2,1,5,0,5,1,2,1.707,0
0.82,2,0,0.113,16,0.635,2,0.277,29,0.961,1,0.843,0.58,920,59,0,24,2.99,7.13,0.713,12,1,0.441,24,0.295,10,226,0.077,3.83,1,0.176,4505,0.365,10,0,2,4,0,3,1,1,3.248,1
0.048,4,0,0.14,15,0.069,0,0.481,3,0.481,1,0.108,0.638,2314,12,1,5,10.36,3.99,0.957,10,1,0.214,17,0.145,19,209,0.188,9.83,0,0.149,1149,0.235,12,0,2,4,1,3,0,6,1.611,0
0.185,5,1,0.315,12,0.162,0,0.456,11,0.25,1,0.116,0.997,1545,19,0,18,8.47,7.31,0.908,12,1,0.041,60,0.534,16,121,0.113,6.83,0,0.137,1972,0.129,18,2,2,5,0,3,1,3,2.143,0
0.722,4,0,0.406,7,0.279,0,0.056,18,0.897,1,0.187,0.928,1796,54,0,6,5.51,5.58,0.989,7,0,0.451,5,0.966,7,92,0.408,8.13,0,0.179,5434,0.17,18,2,2,4,0,3,0,3,5.143,1
0.18,9,0,0.025,8,0.488,3,0.457,28,0.093,0,0.718,0.095,2081,21,0,10,3.66,6.57,0.635,4,1,0.478,95,0.538,14,242,0.312,2.88,1,0.307,6318,0.096,18,2,2,3,0,0,0,5,2.278,1
0.422,3,1,0.374,5,0.256,0,0.806,29,0.083,1,0.579,0.086,1403,6,0,24,4.93,7.06,0.018,19,0,0.34,84,0.886,14,240,0.181,2.47,0,0.015,4611,0.229,15,0,2,3,0,6,1,0,3.164,1
0.604,5,1,0.334,12,0.739,0,0.22,7,0.165,0,0.466,0.768,1772,51,0,11,6.42,9.78,0.157,12,1,0.445,1,0.693,6,29,0.314,6.88,0,0.471,6296,0.018,20,1,0,4,0,2,1,5,2.854,1
0.647,5,1,0.377,5,0.738,3,0.661,4,0.829,1,0.77,0.58,98,22,0,21,5.87,4.1,0.385,12,1,0.408,80,0.907,8,111,0.174,3.8,0,0.093,2292,0.266,16,1,2,4,0,3,1,3,4.787,0
0.666,6,1,0.198,17,0.084,0,0.012,15,0.974,0,0.17,0.607,2938,34,0,23,12.0,9.26,0.301,15,1,0.332,24,0.772,7,242,0.36,3.41,0,0.289,2279,0.194,15,0,2,3,0,4,1,6,4.596,2
0.7,4,0,0.301,1,0.642,3,0.454,10,0.401,1,0.856,0.736,2355,8,0,16,8.0,9.21,0.828,4,1,0.328,48,0.706,11,63,0.361,6.2,0,0.471,3450,0.299,15,2,1,4,0,3,0,5,3.248,0
0.492,9,0,0.281,8,0.143,3,0.121,27,0.977,1,0.086,0.468,1950,13,0,23,11.47,9.2,0.795,18,1,0.178,30,0.61,14,34,0.474,8.71,0,0.485,4314,0.392,18,0,0,5,0,1,0,5,3.962,2
0.518,5,0,0.462,2,0.268,2,0.786,13,0.728,1,0.885,0.263,1693,7,0,24,6.34,9.31,0.616,13,1,0.321,16,0.178,18,52,0.116,3.81,0,0.344,4207,0.127,14,0,0,5,0,3,0,6,2.311,1
0.977,3,0,0.465,7,0.781,0,0.093,15,0.562,1,0.132,0.489,1994,28,0,22,7.4,2.66,0.721,8,1,0.019,85,0.633,18,141,0.297,2.19,1,0.325,1749,0.264,17,2,2,4,0,3,0,3,3.042,1
0.716,6,0,0.081,14,0.13,1,0.04,24,0.784,1,0.587,0.075,1733,45,0,11,8.93,8.66,0.972,9,1,0.368,26,0.322,8,44,0.307,5.45,0,0.491,4788,0.044,9,0,0,5,0,6,1,2,2.902,0
0.907,4,0,0.1,18,0.391,1,0.711,26,0.366,1,0.061,0.057,1711,15,0,19,4.58,4.65,0.361,6,0,0.15,34,0.624,16,102,0.215,8.88,0,0.427,4518,0.201,16,1,2,4,0,1,0,1,2.754,3
0.826,7,0,0.1,16,0.474,3,0.216,16,0.321,1,0.663,0.621,58,34,1,8,10.14,2.53,0.615,9,1,0.336,52,0.651,8,128,0.292,3.56,1,0.01,1990,0.16,13,1,2,4,1,2,1,0,2.931,1
0.372,2,0,0.294,12,0.352,1,0.341,19,0.557,1,0.498,0.42,1603,47,0,22,9.57,5.66,0.939,15,0,0.424,80,0.005,5,45,0.17,7.53,0,0.167,195,0.25,28,2,0,1,0,6,0,1,1.553,0
0.051,0,1,0.184,13,0.699,1,0.823,24,0.334,1,0.024,0.62,2460,18,0,23,4.2,9.93,0.999,12,1,0.26,91,0.004,15,28,0.405,3.47,1,0.221,4006,0.376,13,1,0,4,0,4,1,8,0.94,2
0.645,1,0,0.408,19,0.506,0,0.35,17,0.272,1,0.684,0.134,1513,17,0,20,10.48,3.17,0.536,13,1,0.474,27,0.741,12,66,0.472,4.52,0,0.37,6436,0.361,21,0,1,4,0,6,0,6,3.241,2
0.059,5,0,0.403,7,0.14,1,0.443,14,0.021,1,0.271,0.021,851,18,0,6,5.68,4.83,0.521,15,1,0.34,11,0.628,7,36,0.059,6.36,1,0.241,5268,0.058,13,1,0,4,0,0,0,2,2.266,1
0.283,5,0,0.042,3,0.906,0,0.554,28,0.821,0,0.832,0.628,2192,14,0,5,6.64,9.07,0.357,5,1,0.012,50,0.44,12,69,0.393,6.53,0,0.485,3812,0.314,7,0,1,4,0,3,0,4,2.974,1
0.327,9,0,0.015,9,0.064,3,0.772,18,0.483,1,0.57,0.661,2324,14,1,5,10.74,6.63,0.578,4,1,0.335,82,0.611,11,136,0.387,8.25,1,0.14,4746,0.262,12,0,2,5,1,0,1,4,3.134,2
0.394,2,0,0.359,2,0.753,2,0.023,4,0.535,0,0.062,0.333,1329,34,1,18,2.01,5.71,0.879,6,0,0.297,6,0.341,18,131,0.214,5.64,0,0.232,3298,0.148,16,2,2,2,1,7,0,1,2.39,0
0.792,6,1,0.205,19,0.099,3,0.387,25,0.021,1,0.541,0.576,2504,31,0,5,7.72,3.72,0.899,19,0,0.427,52,0.232,6,197,0.331,7.56,0,0.17,1922,0.088,19,2,2,3,0,0,1,4,1.165,1
0.845,3,1,0.487,7,0.675,2,0.704,11,0.022,1,0.469,0.054,1805,34,0,14,11.75,4.37,0.539,6,0,0.331,18,0.411,9,184,0.206,4.65,0,0.454,4232,0.315,17,0,2,4,0,5,1,5,1.608,2
0.74,7,0,0.038,9,0.86,2,0.594,25,0.352,0,0.038,0.52,669,37,1,16,4.09,8.82,0.295,12,1,0.461,74,0.033,4,65,0.245,4.67,0,0.287,813,0.277,19,1,1,3,1,7,1,5,1.264,2
0.21,2,0,0.08,1,0.604,2,0.023,18,0.568,1,0.239,0.246,2958,17,0,15,10.23,5.31,0.27,7,1,0.287,50,0.545,17,37,0.228,5.08,1,0.146,6862,0.258,17,2,0,4,0,6,0,2,3.058,2
0.006,9,1,0.333,11,0.422,0,0.592,22,0.3,1,0.089,0.34,1437,21,0,6,8.97,9.79,0.924,19,1,0.346,61,0.02,13,32,0.33,2.39,1,0.191,6795,0.398,15,2,0,4,0,2,1,4,1.006,1
0.66,3,1,0.134,18,0.472,1,0.073,27,0.985,0,0.253,0.814,1070,28,0,20,2.81,7.29,0.272,8,0,0.154,80,0.564,8,35,0.144,8.63,1,0.327,3934,0.193,19,2,0,3,0,4,1,6,3.816,0
0.124,8,0,0.116,15,0.482,1,0.114,4,0.795,0,0.246,0.304,1207,53,0,15,9.72,3.49,0.972,14,1,0.489,92,0.811,13,165,0.181,9.67,0,0.459,658,0.013,21,3,2,4,0,6,0,1,4.512,2
0.967,9,1,0.289,9,0.864,0,0.005,11,0.044,0,0.974,0.501,185,47,0,10,7.42,4.22,0.285,14,1,0.382,7,0.604,11,165,0.211,8.34,0,0.416,1960,0.265,19,1,2,3,0,6,1,3,2.282,0
0.402,0,0,0.205,9,0.846,3,0.315,20,0.7,1,0.849,0.264,1740,39,1,16,9.34,4.77,0.357,7,0,0.135,6,0.4,4,180,0.237,6.46,1,0.206,5121,0.05,16,1,2,3,1,5,0,2,2.735,2
0.145,2,0,0.227,13,0.144,1,0.339,24,0.422,1,0.416,0.023,1095,31,1,23,8.71,6.98,0.575,12,1,0.362,1,0.877,16,20,0.212,3.03,1,0.344,3388,0.386,20,2,0,3,1,1,0,5,3.837,1
0.078,8,1,0.175,5,0.141,2,0.444,7,0.539,0,0.654,0.837,2679,36,0,16,5.61,8.96,0.793,7,1,0.11,55,0.587,13,175,0.015,7.69,0,0.055,3297,0.107,13,0,2,3,0,4,1,0,2.949,1
0.38,3,0,0.252,10,0.305,0,0.716,4,0.151,1,0.925,0.762,701,54,0,22,11.01,2.09,0.009,16,0,0.085,67,0.067,15,156,0.324,2.35,0,0.313,4202,0.311,13,0,2,4,0,5,1,1,0.588,3
0.704,8,0,0.012,1,0.562,0,0.666,8,0.292,0,0.625,0.2,2953,57,0,8,10.18,2.44,0.459,6,1,0.365,16,0.609,14,242,0.015,5.99,0,0.134,4168,0.159,13,2,2,4,0,0,0,0,2.776,2
0.932,5,0,0.046,0,0.379,3,0.03,9,0.716,1,0.054,0.312,2841,58,0,14,4.43,5.51,0.472,9,0,0.355,25,0.838,11,198,0.073,9.92,1,0.432,1645,0.114,14,2,2,4,0,3,1,5,4.301,1
0.066,1,1,0.384,2,0.159,3,0.299,6,0.223,1,0.363,0.152,357,9,0,11,3.3,2.76,0.138,18,0,0.223,66,0.631,8,30,0.452,9.84,0,0.119,5322,0.0,11,1,0,3,0,0,1,2,2.562,1
0.549,7,1,0.111,4,0.984,1,0.764,26,0.457,1,0.252,0.367,2034,50,0,7,8.52,3.63,0.503,15,1,0.118,40,0.739,6,136,0.234,2.49,0,0.25,6999,0.347,18,2,2,4,0,1,1,4,3.249,3
0.362,9,0,0.217,18,0.07,1,0.845,8,0.775,1,0.842,0.873,1557,18,0,14,3.33,6.03,0.791,7,0,0.323,62,0.405,18,219,0.275,8.55,1,0.337,6423,0.331,16,2,2,4,0,4,0,6,3.088,1
0.156,6,0,0.448,7,0.913,2,0.405,5,0.366,1,0.045,0.164,212,46,0,21,10.85,4.04,0.736,8,1,0.446,58,0.044,7,160,0.112,9.78,0,0.4,5089,0.039,15,0,2,4,0,1,0,0,1.31,0
0.048,3,0,0.462,1,0.438,2,0.146,4,0.509,1,0.009,0.699,2754,20,1,6,7.56,4.67,0.145,5,1,0.054,67,0.452,5,67,0.029,7.77,0,0.04,1510,0.165,18,0,1,5,1,3,0,5,2.428,2
0.688,8,0,0.211,5,0.162,2,0.692,21,0.718,1,0.371,0.049,476,18,1,10,4.72,2.04,0.994,9,1,0.22,20,0.76,12,236,0.111,4.28,0,0.2,5111,0.395,13,1,2,5,1,4,0,0,3.936,2
0.183,7,0,0.47,14,0.952,0,0.098,28,0.346,1,0.284,0.718,1363,44,0,9,4.6,2.66,0.498,10,1,0.156,52,0.205,12,57,0.392,4.13,1,0.443,5921,0.174,15,1,1,4,0,4,0,5,1.463,0
0.681,4,0,0.117,17,0.897,0,0.558,21,1.0,1,0.135,0.116,1298,59,0,7,7.45,9.52,0.656,9,1,0.198,93,0.702,13,69,0.133,2.4,0,0.408,610,0.024,12,1,1,5,0,2,1,1,4.304,2
0.28,7,1,0.119,8,0.585,0,0.336,7,0.503,1,0.638,0.533,1400,35,0,10,3.64,9.79,0.113,4,0,0.434,86,0.289,10,221,0.451,2.41,1,0.473,3342,0.257,10,0,2,4,0,3,1,3,2.307,1
0.342,5,1,0.293,3,0.457,3,0.298,14,0.215,1,0.119,0.263,1662,53,0,20,2.36,9.99,0.726,9,1,0.099,34,0.909,4,63,0.488,2.65,0,0.396,1767,0.382,7,0,1,5,0,3,1,2,3.256,2
0.501,0,0,0.295,11,0.629,2,0.968,16,0.76,1,0.954,0.931,708,19,0,14,5.7,7.88,0.102,13,1,0.008,80,0.524,12,180,0.289,7.0,1,0.36,2788,0.028,8,0,2,4,0,3,0,2,3.1,3
0.435,1,0,0.034,4,0.123,3,0.482,4,0.644,0,0.684,0.853,1262,7,0,22,8.11,8.23,0.462,4,0,0.222,42,0.656,6,142,0.118,7.57,1,0.028,4481,0.051,17,2,2,2,0,2,0,6,3.478,3
0.862,6,0,0.016,17,0.603,0,0.462,19,0.549,1,0.175,0.336,536,49,0,6,4.94,4.89,0.118,12,1,0.077,22,0.631,18,247,0.499,9.78,0,0.224,1863,0.315,11,1,2,5,0,1,0,4,3.068,0
0.478,0,0,0.318,17,0.102,1,0.533,28,0.889,0,0.353,0.193,44,46,0,18,9.11,8.34,0.925,4,0,0.003,72,0.486,3,129,0.138,3.01,0,0.052,2128,0.135,13,2,2,2,0,4,1,2,3.239,1
0.332,8,0,0.055,10,0.923,1,0.793,12,0.18,1,0.769,0.679,942,42,0,19,3.77,4.36,0.009,13,1,0.201,71,0.203,10,76,0.227,9.7,1,0.054,5018,0.176,19,1,2,4,0,6,0,5,1.17,2
0.001,4,0,0.175,12,0.116,0,0.399,9,0.114,1,0.568,0.093,2662,56,0,19,9.49,2.43,0.186,9,1,0.092,17,0.9,15,220,0.32,8.52,1,0.122,4422,0.26,23,0,2,5,0,7,0,4,3.02,0
0.97,9,1,0.142,19,0.926,0,0.965,12,0.739,0,0.174,0.171,885,31,0,19,7.87,8.93,0.582,9,1,0.301,8,0.226,10,34,0.355,2.7,0,0.132,1451,0.31,14,0,0,4,0,6,1,5,2.457,1
0.496,9,1,0.413,1,0.657,3,0.64,20,0.468,1,0.092,0.489,2801,47,1,19,4.08,8.27,0.041,8,0,0.068,74,0.565,19,130,0.26,4.05,0,0.433,3998,0.077,16,0,2,4,1,2,1,3,2.699,0
0.263,5,0,0.278,7,0.29,2,0.022,18,0.576,1,0.74,0.424,2204,27,1,19,2.65,2.1,0.02,19,1,0.105,21,0.188,3,60,0.072,5.61,1,0.347,6454,0.11,14,3,1,4,1,6,0,2,1.821,0
0.366,1,1,0.467,4,0.382,0,0.637,10,0.945,1,0.113,0.192,706,6,1,23,11.93,6.56,0.896,16,0,0.472,31,0.926,17,71,0.136,6.58,0,0.006,5302,0.319,16,3,1,2,1,3,1,6,5.14,0
0.025,7,1,0.299,17,0.11,3,0.168,12,0.725,1,0.344,0.039,2687,45,0,8,6.21,2.89,0.384,12,1,0.05,72,0.409,19,21,0.2,2.04,1,0.295,4117,0.124,15,0,0,4,0,3,1,0,2.727,1
0.975,2,0,0.066,14,0.715,2,0.141,19,0.46,1,0.39,0.182,2134,6,0,20,3.72,2.53,0.54,19,1,0.456,59,0.615,7,37,0.246,8.47,1,0.019,5993,0.234,13,0,0,3,0,6,1,2,3.221,4
0.138,7,0,0.028,0,0.556,1,0.204,10,0.594,0,0.861,0.833,2423,35,0,20,11.5,7.39,0.653,14,1,0.437,29,0.768,17,20,0.044,8.28,0,0.112,6434,0.28,21,1,0,4,0,2,0,2,3.929,2
0.835,8,0,0.011,7,0.24,0,0.709,8,0.687,1,0.307,0.783,204,32,0,13,2.06,5.36,0.573,4,1,0.02,12,0.11,3,211,0.182,9.44,0,0.133,6247,0.082,11,0,2,5,0,3,0,4,1.724,2
0.458,9,0,0.466,17,0.655,3,0.498,27,0.611,1,0.886,0.161,793,33,0,22,5.38,9.18,0.131,15,1,0.138,20,0.649,6,214,0.486,3.57,0,0.144,3502,0.383,10,0,2,5,0,3,1,2,3.307,0
0.596,9,0,0.037,3,0.393,0,0.68,24,0.99,0,0.43,0.421,2223,56,0,5,9.98,3.97,0.416,16,1,0.02,58,0.917,12,99,0.023,6.3,0,0.256,1250,0.039,12,1,2,4,0,7,0,2,4.751,1
0.336,9,0,0.013,16,0.474,2,0.313,15,0.17,0,0.691,0.474,526,49,0,15,3.65,5.16,0.341,10,1,0.283,49,0.159,14,35,0.071,8.53,0,0.11,391,0.049,18,1,0,4,0,5,0,1,1.1,1
0.263,6,1,0.352,15,0.935,1,0.686,7,0.477,0,0.273,0.204,2458,33,0,8,6.98,10.0,0.78,15,1,0.109,58,0.133,12,180,0.5,6.44,0,0.18,4265,0.168,17,2,2,3,0,2,1,2,1.462,1
0.041,9,1,0.054,12,0.225,3,0.976,28,0.171,1,0.143,0.044,2805,8,0,7,6.01,4.74,0.031,9,0,0.183,81,0.406,10,85,0.271,4.52,0,0.419,4456,0.374,16,2,2,3,0,3,1,2,1.743,3
0.177,6,0,0.332,18,0.007,2,0.892,28,0.558,1,0.089,0.345,782,50,0,6,5.2,6.62,0.03,10,0,0.19,30,0.887,6,21,0.14,6.44,0,0.05,4875,0.37,16,0,0,4,0,6,0,2,3.967,1
0.917,6,1,0.077,5,0.258,0,0.417,4,0.036,1,0.595,0.193,1354,18,0,21,5.79,4.85,0.24,12,1,0.33,70,0.721,6,49,0.354,4.94,1,0.338,2559,0.009,18,1,0,5,0,1,1,2,2.565,0
0.684,5,1,0.27,8,0.219,0,0.991,12,0.14,1,0.472,0.724,2329,49,0,23,3.32,7.5,0.297,10,1,0.439,79,0.043,14,56,0.339,9.77,1,0.428,3258,0.092,22,0,1,5,0,7,1,2,0.848,0
0.288,6,0,0.478,3,0.005,0,0.584,16,0.746,1,0.266,0.141,1832,12,1,15,9.25,7.0,0.572,19,1,0.355,37,0.944,18,59,0.408,9.7,0,0.354,2375,0.244,18,3,1,5,1,4,0,5,4.679,3
0.324,5,0,0.438,5,0.858,3,0.185,27,0.745,1,0.923,0.299,1039,11,1,11,3.71,3.71,0.332,10,0,0.02,61,0.669,11,39,0.416,5.74,0,0.193,4241,0.366,10,0,0,4,1,2,0,2,3.517,0
0.389,3,0,0.128,15,0.072,1,0.7,28,0.196,1,0.692,0.481,725,20,0,6,5.31,6.29,0.776,13,1,0.38,59,0.548,12,39,0.066,3.56,0,0.28,3464,0.355,19,1,0,5,0,2,0,2,2.416,1
0.996,2,0,0.183,0,0.984,3,0.518,8,0.951,1,0.849,0.699,2713,31,0,6,9.72,6.17,0.688,11,1,0.052,53,0.354,10,215,0.109,9.58,0,0.004,3565,0.102,14,2,2,3,0,7,1,3,3.016,1
0.359,7,1,0.378,13,0.979,2,0.678,14,0.65,1,0.943,0.115,2195,19,0,8,3.41,2.67,0.0,8,0,0.442,10,0.462,9,31,0.487,4.93,1,0.405,5084,0.168,17,3,0,3,0,2,1,0,3.128,1
0.867,1,0,0.436,2,0.011,0,0.04,7,0.943,0,0.89,0.723,1743,23,0,17,2.8,4.25,0.044,19,1,0.308,57,0.017,12,195,0.248,2.02,0,0.441,1453,0.114,18,3,2,3,0,2,0,0,2.245,0
0.047,3,0,0.361,6,0.077,1,0.938,17,0.673,1,0.12,0.912,2790,24,0,7,2.59,5.74,0.653,9,1,0.418,33,0.611,18,146,0.336,9.72,1,0.167,841,0.082,12,1,2,4,0,2,0,5,3.597,1
0.87,6,0,0.482,14,0.967,0,0.44,26,0.138,1,0.599,0.621,2532,30,0,16,11.77,6.54,0.17,16,1,0.078,10,0.249,13,23,0.27,2.5,0,0.256,1569,0.234,21,0,0,4,0,4,0,1,1.101,2
0.545,5,0,0.148,9,0.585,1,0.406,7,0.062,1,0.381,0.636,1152,57,0,7,3.61,6.4,0.898,13,1,0.291,57,0.161,14,102,0.322,3.74,1,0.216,5712,0.019,17,1,2,5,0,2,0,3,0.898,2
0.073,4,0,0.454,8,0.016,2,0.828,26,0.576,1,0.788,0.159,2497,31,0,18,9.3,9.48,0.156,7,1,0.151,20,0.391,16,94,0.27,2.16,1,0.463,2807,0.352,15,0,2,5,0,4,0,4,2.476,1
0.098,9,0,0.411,19,0.311,0,0.616,13,0.51,1,0.379,0.098,2208,30,0,13,7.21,9.97,0.725,18,1,0.081,20,0.961,10,75,0.311,6.2,0,0.168,988,0.241,11,0,1,4,0,2,0,3,3.984,2
0.793,6,0,0.199,11,0.018,2,0.949,14,0.154,1,0.277,0.62,179,45,0,8,9.12,6.47,0.701,13,1,0.413,49,0.602,12,42,0.163,2.97,1,0.142,2192,0.29,11,1,0,5,0,6,0,4,2.527,0
0.376,3,0,0.077,8,0.722,0,0.825,6,0.355,1,0.835,0.515,2435,42,0,10,4.16,3.2,0.665,11,0,0.196,46,0.976,5,26,0.113,5.01,0,0.132,4865,0.255,13,1,0,4,0,2,0,4,3.834,1
0.65,6,1,0.048,0,0.516,3,0.331,10,0.996,1,0.559,0.425,2463,6,1,6,8.38,2.9,0.697,14,0,0.069,46,0.554,7,41,0.225,6.89,1,0.211,2476,0.116,20,1,0,3,1,4,1,5,3.723,2
0.295,4,1,0.414,5,0.827,3,0.874,16,0.719,0,0.573,0.847,1142,35,0,16,9.56,3.8,0.268,8,0,0.07,63,0.175,16,67,0.117,5.24,1,0.011,5303,0.296,11,0,1,2,0,2,1,2,2.033,0
0.618,9,1,0.429,17,0.647,3,0.497,7,0.572,1,0.979,0.536,1341,31,0,9,10.51,7.7,0.745,7,1,0.333,94,0.032,16,58,0.305,7.06,1,0.13,1076,0.033,12,2,1,5,0,1,1,2,1.573,1
0.64,5,1,0.151,13,0.844,2,0.214,26,0.306,1,0.51,0.861,1267,49,0,5,11.59,9.74,0.707,4,0,0.374,44,0.467,14,220,0.314,6.18,1,0.288,5729,0.064,22,2,2,3,0,6,1,2,2.387,1
0.694,1,1,0.188,16,0.238,0,0.323,10,0.459,1,0.515,0.709,562,27,1,13,11.08,4.95,0.41,4,1,0.402,86,0.133,5,170,0.206,2.83,0,0.331,5368,0.059,10,1,2,4,1,0,1,0,1.719,2
0.645,9,0,0.041,8,0.443,1,0.44,19,0.006,1,0.16,0.839,1586,57,0,7,10.92,7.61,0.782,12,1,0.499,28,0.162,5,84,0.217,2.74,0,0.109,5406,0.118,15,0,2,4,0,4,0,4,0.997,1
0.567,6,0,0.008,2,0.256,3,0.707,16,0.191,1,0.715,0.895,1619,40,0,5,7.06,8.76,0.087,8,1,0.39,40,0.522,14,197,0.217,4.17,0,0.487,672,0.208,14,1,2,5,0,2,0,1,2.338,2
0.523,0,0,0.09,15,0.787,2,0.437,11,0.624,0,0.87,0.015,514,47,0,24,2.69,6.76,0.026,15,1,0.023,93,0.379,10,24,0.313,5.7,1,0.257,2190,0.211,20,1,0,2,0,2,1,8,2.408,1
0.715,9,0,0.213,18,0.707,0,0.019,16,0.23,1,0.212,0.809,605,30,0,12,11.32,6.05,0.08,10,0,0.155,34,0.712,19,58,0.256,8.8,0,0.011,186,0.362,15,1,1,3,0,4,0,1,2.751,0
0.606,0,0,0.147,19,0.66,2,0.083,15,0.357,1,0.41,0.878,1764,23,0,5,10.64,8.8,0.506,6,1,0.402,1,0.22,3,69,0.432,2.53,0,0.018,1420,0.097,12,0,1,3,0,5,0,4,1.776,1
0.33,5,1,0.14,8,0.285,1,0.826,12,0.099,0,0.378,0.535,1163,24,0,10,11.12,9.95,0.036,5,1,0.243,38,0.422,5,162,0.113,4.96,0,0.131,1864,0.036,13,1,2,4,0,3,1,3,1.707,1
0.582,5,0,0.402,14,0.671,3,0.269,8,0.192,1,0.228,0.783,847,26,0,21,2.69,8.88,0.633,9,0,0.012,13,0.637,15,113,0.491,7.47,1,0.188,54,0.194,16,1,2,3,0,2,1,3,2.307,0
0.247,5,0,0.445,3,0.945,3,0.157,12,0.167,0,0.655,0.882,38,34,0,14,10.15,8.77,0.209,13,1,0.04,0,0.54,6,100,0.034,8.58,1,0.152,2467,0.223,8,2,2,3,0,5,0,0,1.994,3
0.085,1,0,0.476,14,0.299,1,0.101,15,0.342,1,0.882,0.877,2315,34,0,5,2.78,9.92,0.717,17,1,0.479,62,0.112,18,73,0.28,2.51,0,0.404,127,0.239,17,0,1,3,0,2,0,6,1.499,1
0.812,9,1,0.379,19,0.327,3,0.215,27,0.418,1,0.361,0.87,1385,32,0,16,7.73,2.89,0.28,4,1,0.182,20,0.984,14,20,0.001,4.05,1,0.201,3304,0.093,15,1,0,4,0,4,1,0,3.97,1
0.162,7,1,0.14,1,0.395,3,0.883,27,0.827,0,0.898,0.865,523,30,0,15,6.1,3.99,0.934,17,1,0.168,22,0.455,6,60,0.144,7.19,1,0.379,2387,0.184,8,0,1,3,0,6,1,3,3.187,3
0.249,2,1,0.282,18,0.529,2,0.11,4,0.342,1,0.767,0.022,679,11,0,8,10.92,9.84,0.988,17,0,0.117,9,0.319,4,129,0.254,3.75,1,0.174,4132,0.212,15,0,2,3,0,4,1,2,1.758,1
0.949,4,0,0.201,4,0.783,0,0.1,12,0.024,1,0.816,0.111,2325,30,0,19,7.92,9.69,0.552,10,1,0.414,86,0.473,5,142,0.265,2.46,0,0.143,538,0.153,15,2,2,4,0,0,0,4,1.881,1
0.653,3,0,0.14,14,0.53,0,0.686,18,0.29,1,0.405,0.242,853,6,0,11,10.69,9.02,0.335,15,1,0.438,32,0.517,19,86,0.418,8.7,0,0.301,2782,0.228,12,1,2,4,0,4,1,0,2.569,1
0.829,1,0,0.187,19,0.059,1,0.653,10,0.202,1,0.677,0.23,1395,17,0,13,2.56,6.49,0.31,4,0,0.05,93,0.44,7,96,0.02,8.69,0,0.03,6243,0.058,14,0,2,3,0,5,1,5,1.774,0
0.619,6,0,0.189,6,0.724,0,0.866,8,0.518,0,0.04,0.57,2220,48,0,5,4.65,8.76,0.707,8,1,0.472,4,0.506,3,88,0.132,7.26,1,0.267,6356,0.144,12,2,2,4,0,2,0,2,3.026,1
0.662,0,0,0.06,11,0.316,3,0.342,5,0.111,0,0.524,0.056,2142,30,0,21,5.28,7.41,0.352,6,1,0.451,55,0.659,3,51,0.366,4.06,1,0.327,3318,0.289,15,3,0,3,0,5,0,1,2.65,2
0.416,3,1,0.077,18,0.581,1,0.248,8,0.998,1,0.996,0.452,1731,22,0,12,11.64,3.61,0.254,14,1,0.393,41,0.364,4,219,0.258,4.93,0,0.026,4245,0.378,14,0,2,4,0,3,1,0,3.481,0
